Folder,Repository,Languages,Twitter Profiles
"./participantes/edubarbieri","github.com/edubarbieri/rinha-2024-q1","Go,Makefile,Dockerfile",""
"./participantes/edubarbieri","github.com/goccy/go-json","Go,Makefile",""
"./participantes/edubarbieri","github.com/go-sql-driver/mysql","Go",""
"./participantes/edy-elixir-e-ranger-de-dentes","github.com/geeksilva97/rinha-de-novo","Elixir,Scala,Shell,Dockerfile","https://twitter.com/edigleysson"
"./participantes/efraim-santana","github.com/efraimsantana/rinha2024","C#,Dockerfile",""
"./participantes/eigr","github.com/eigr-labs/spawn-rinha-backend","Elixir,Makefile,Dockerfile,Shell,HTML","https://twitter.com/eliasarruda6,https://twitter.com/sleipni_r"
"./participantes/eigr","github.com/eigr/spawn","Elixir,Rust,HTML,Makefile,Shell","https://twitter.com/eliasarruda6,https://twitter.com/sleipni_r"
"./participantes/elioenaiferrari","github.com/ElioenaiFerrari/rinha_2024","Elixir,Dockerfile,Shell",""
"./participantes/elioenaiferrari-rust","github.com/ElioenaiFerrari/rinha2024","Rust,Dockerfile,Shell",""
"./participantes/elixiremfoco","github.com/ElixiremFoco/rinha-backend-2024-q1","Elixir,Scala,JavaScript,Dockerfile,Shell,Nix,HTML","https://twitter.com/herminiotorres"
"./participantes/emanuel-xavier-go","github.com/emanuel-xavier/codigo-rinha-de-backend-2024-q1","Go,Scala,Makefile,PowerShell,Shell,Dockerfile",""
"./participantes/emanuel-xavier-rust","github.com/emanuel-xavier/codigo-rinha-de-backend-2024-q1-rust","Scala,Rust,Makefile,PowerShell,Shell,Dockerfile",""
"./participantes/emiliosheinz-fumegalli-node","github.com/emiliosheinz/rinha-de-backend-2024-q1-node","TypeScript,Scala,PLpgSQL,Shell,JavaScript,Dockerfile",""
"./participantes/engylemure","github.com/engylemure/rinha-de-backend-2024-q1","Rust,PLpgSQL,Dockerfile,Makefile,Shell","https://twitter.com/engylemure"
"./participantes/enohr","github.com/enohr/rinha-backend-2024-q1","Go,Shell,Makefile,Dockerfile","https://twitter.com/eduardonohr"
"./participantes/erick-lucca-nodejs","github.com/ErickHenrique2000/Rinha-backend-2024-q1","TypeScript,Dockerfile",""
"./participantes/erick-oda-rust","github.com/erickoda/rinha_de_backend_2","Rust,Dockerfile",""
"./participantes/erickcestari","github.com/erickcestari/rinha-2024Q1-Ntex","Rust,Dockerfile","https://twitter.com/iamflops"
"./participantes/erickmarx","github.com/erickmarx/rinha-bun","TypeScript,PLpgSQL,Dockerfile",""
"./participantes/erickreis","github.com/ErickCReis/rinha-backend-2024","TypeScript,Dockerfile","https://twitter.com/ErickReis25"
"./participantes/ericlessa","github.com/ericrlessa/rinha-backend-2401-quarkus","HTML,Java",""
"./participantes/eriksilva","github.com/erikyami/rinha-backend-go-2024-01","Go,PLpgSQL,Dockerfile","https://twitter.com/eriksilva"
"./participantes/eu_fountai","github.com/eletroswing/rinha-de-backend-2024-http","PLpgSQL,JavaScript,Dockerfile",""
"./participantes/eugenio-cunha","github.com/eugenio-cunha/fight-club","Go,PLpgSQL,Makefile,Dockerfile",""
"./participantes/fabianoaono-java","github.com/fabianoaono/rinha-2024-q1-java","HTML,Java",""
"./participantes/fabianoflorentino","github.com/fabianoflorentino/rinhadebackend2","Ruby,Dockerfile,Shell,HTML","https://twitter.com/_fl0r3nT1n0"
"./participantes/fabiokleis","github.com/fabiokleis/rinha-de-backend-2024","Erlang,Shell,Dockerfile","https://twitter.com/FabioKleis"
"./participantes/fabionaspolini","github.com/fabionaspolini/rinha-de-backend-2024-q1-csharp","C#,PLpgSQL,Dockerfile","https://twitter.com/fabionaspolini"
"./participantes/fabionaspolini-sync","github.com/fabionaspolini/rinha-de-backend-2024-q1-csharp","C#,PLpgSQL,Dockerfile","https://twitter.com/fabionaspolini"
"./participantes/fbourguignon","github.com/fbourguignon/rinha-backend-2024-q1-java-micronaut","Java,Makefile",""
"./participantes/fbourguignon-micronaut-java21-graalvm","github.com/fbourguignon/rinha-backend-2024-q1-java21-graalvm-micronaut","Java",""
"./participantes/felipe-alcantara-actor-model","github.com/feralc/rinha-de-backend-2024","Go,Shell,Dockerfile",""
"./participantes/felipebossolani-dotnet","github.com/felipebossolani/rinha-de-backend-2024-q01-dotnet","C#,PLpgSQL,Dockerfile","https://twitter.com/FelipeBossolani"
"./participantes/felipebossolani-dotnet9-preview","github.com/felipebossolani/rinha-de-backend-2024-q01-dotnet9-preview","C#,PLpgSQL,Dockerfile","https://twitter.com/FelipeBossolani"
"./participantes/felipefrmelo","github.com/felipefrmelo/rinha-backend-q1","Python,Dockerfile,Makefile",""
"./participantes/felipefrmelo-robyn","github.com/felipefrmelo/rinha-backend-q1","Python,Dockerfile,Makefile",""
"./participantes/felipefrmelo-uvicorn","github.com/felipefrmelo/rinha-backend-q1","Python,Dockerfile,Makefile",""
"./participantes/felipelaraujo","github.com/felipelaraujo/rinha-de-backend-2024","Go,Dockerfile,Makefile",""
"./participantes/felipemarkson","github.com/felipemarkson/rinha-backend-q1-2024","C,Scala,Shell,PLpgSQL,Dockerfile","https://twitter.com/flpmrksn"
"./participantes/felipemarkson-rust","github.com/felipemarkson/rust-pq-c-esta-proibido","Rust,Shell,Dockerfile","https://twitter.com/flpmrksn"
"./participantes/felipeoriani","github.com/felipeoriani/rinha-backend-24q1","C#,PLpgSQL,Dockerfile,Shell","https://twitter.com/felipeoriani"
"./participantes/felipeparaujo","github.com/felipeparaujo/rinha-de-backend-24q1","Scala,Shell,Go,PLpgSQL,Dockerfile",""
"./participantes/felipeymn","github.com/felipeymn/rinha-de-backend-2024-q1-go","Go,Dockerfile",""
"./participantes/felipma-rust","github.com/FelipMa/rinha-backend-2024-q1-felipma","Scala,Rust,Shell,Dockerfile",""
"./participantes/felipma-rust-rataria-version","github.com/FelipMa/rinha-backend-2024-q1-felipma","Scala,Rust,Shell,Dockerfile",""
"./participantes/felipph-calado-nodejs","github.com/felipph/rinha-2024-q1","PLpgSQL,JavaScript,Dockerfile",""
"./participantes/fernandofogliato-java","github.com/fernandofogliato/rinha-backend","Java,PLpgSQL,Dockerfile","https://twitter.com/fogliato_f"
"./participantes/fernandomedeiros","github.com/fgmj/rinha-backend-2024","Java,Dockerfile",""
"./participantes/fernandomorais","github.com/fmorais/rinhabackend-2024","HTML,Java,Dockerfile",""
"./participantes/fernanduandrade","github.com/fernanduandrade/rinha-backend-dotnet","C#,PLpgSQL,Dockerfile","https://twitter.com/fernanduandrad3"
"./participantes/fgarrido","github.com/flaviogarrido/rinha-2024q1","C#,Dockerfile","https://twitter.com/flaviogarrido"
"./participantes/fhgm","github.com/fernando-goncalves92/rinha-2","C#,Scala,PLpgSQL,PowerShell,Dockerfile",""
"./participantes/fielcapao","github.com/rodrigorodrigues/rinha-de-backend-2024-q1-javaslow-spring","Java,Shell,Dockerfile","https://twitter.com/fielcapao"
"./participantes/fielcapao-javaslow-no-framework","github.com/rodrigorodrigues/rinha-de-backend-2024-q1-javaslow","Java,Shell,Dockerfile","https://twitter.com/fielcapao"
"./participantes/fielcapao-javaslow-no-framework","github.com/rodrigorodrigues/rinha-de-backend-2024-q1-javaslow-spring","Java,Shell,Dockerfile","https://twitter.com/fielcapao"
"./participantes/filipemacedo","github.com/filipemacedo/rinha-backend-2024-q1","TypeScript,Scala,Dockerfile,Shell","https://twitter.com/eufilipemacedo"
"./participantes/flpStrri","github.com/flpStrri/rinha-backend-2024-q1","Rust,Dockerfile,Shell",""
"./participantes/fraidev","github.com/fraidev/rinha-de-backend-2024-q1-rust","Rust,PLpgSQL,Dockerfile","https://twitter.com/fraidev"
"./participantes/francoggm","github.com/francoggm/RinhaBackend2024_1-Go","Go,Dockerfile","https://twitter.com/franco_ggm"
"./participantes/franklaercio","github.com/franklaercio/rinha-de-backend-java","Java,Dockerfile",""
"./participantes/ftathiago-blogdoft-csharp","github.com/ftathiago/rinha-backend-2024-q1","C#,PLpgSQL,Dockerfile","https://twitter.com/fta_thiago"
"./participantes/ftathiago-blogdoft-csharp-aot","github.com/ftathiago/rinha-backend-2024-q1","C#,PLpgSQL,Dockerfile","https://twitter.com/fta_thiago"
"./participantes/fwbrasil","github.com/fwbrasil/rinha-2024-q1","Scala,Shell,Dockerfile",""
"./participantes/fwbrasil","github.com/softwaremill/tapir","Scala,Python,Nix,Batchfile,TypeScript,Makefile,JavaScript,HTML,Shell",""
"./participantes/g-otn","github.com/g-otn/rinha-de-backend-2024-q1-submissao","JavaScript,Dockerfile","https://twitter.com/g_0tn"
"./participantes/gabriel-accetta","github.com/gabscrobson/rinha-backend-2024","TypeScript,PLpgSQL,Dockerfile",""
"./participantes/gabriel-roque","github.com/gabriel-roque/rinha-de-backend-2024-q1","TypeScript,JavaScript,Dockerfile",""
"./participantes/gabrielSantosLima","github.com/gabrielSantosLima/fast.money","TypeScript,JavaScript,Dockerfile",""
"./participantes/gabrielbarbieri-nodejs","github.com/Gabrieluser430/rinha-api","TypeScript","https://twitter.com/gabrieluser431"
"./participantes/gabrielfmagalhaes","github.com/gabrielfmagalhaes/rinha_back_2024_q1","Java,Shell","https://twitter.com/gabs_fmagalhaes"
"./participantes/gabrielhsferreira","github.com/GabrielHSFerreira/RinhaBackend202401","C#,Dockerfile",""
"./participantes/gabrielluciano-go","github.com/gabrielluciano/rinha-backend-2024-q1-go","Go,PLpgSQL,Dockerfile","https://twitter.com/biel_luciano"
"./participantes/gabrielluciano-vertx","github.com/gabrielluciano/rinha-backend-2024-q1-vertx","Java,PLpgSQL,Dockerfile","https://twitter.com/biel_luciano"
"./participantes/garnizeh","github.com/garnizeh/rinha2024q1","Scala,Go,PowerShell,Shell,Dockerfile",""
"./participantes/garnizeh-alternative","github.com/mattn/go-sqlite3","C,Go,C++,Dockerfile,Makefile",""
"./participantes/garnizeh-alternative","github.com/garnizeh/rinha2024q1-alternative","Scala,Go,PowerShell,Shell,Dockerfile",""
"./participantes/garodrigues","github.com/galimarodrigues/rinha-de-backend-2024-fastapi","Scala,Python,Shell,Dockerfile",""
"./participantes/gasparbarancelli","github.com/gasparbarancelli/rinha-backend-2024","HTML,Java","https://twitter.com/gasparbjr"
"./participantes/gasparbarancelli-h2-database","github.com/gasparbarancelli/rinha-backend-2024","HTML,Java","https://twitter.com/gasparbjr"
"./participantes/gasparbarancelli-java-sem-framework","github.com/gasparbarancelli/rinha-backend-2024","HTML,Java","https://twitter.com/gasparbjr"
"./participantes/gasparbarancelli-nginx","github.com/gasparbarancelli/rinha-backend-2024","HTML,Java","https://twitter.com/gasparbjr"
"./participantes/gasparbarancelli-procedure","github.com/gasparbarancelli/rinha-backend-2024","HTML,Java","https://twitter.com/gasparbjr"
"./participantes/gateixeira","github.com/gateixeira/rinha-golang","Go,Dockerfile",""
"./participantes/gavageovanni","github.com/gavageovanni/rinhav2","Go,Scala,PLpgSQL,Shell,Dockerfile",""
"./participantes/gavageovanni-kotlin","github.com/gavageovanni/rinhav2-kotlin","Kotlin,Scala,Shell,Dockerfile",""
"./participantes/gbank","github.com/geazi-anc/gbank","Scala,JavaScript,Dockerfile",""
"./participantes/gbfonseca","github.com/gbfonseca/rinha-de-backend-24-q1","Rust,Scala,Shell,Dockerfile,JavaScript","https://twitter.com/gb_fonseca7"
"./participantes/gcrispino","github.com/goccy/go-json","Go,Makefile","https://twitter.com/gabcrispino"
"./participantes/gcrispino","github.com/lib/pq","Go,Makefile","https://twitter.com/gabcrispino"
"./participantes/gcrispino","github.com/uber-go/automaxprocs","Go,Makefile,Shell","https://twitter.com/gabcrispino"
"./participantes/gcrispino","github.com/GCrispino/rinha-2024","Go,Dockerfile","https://twitter.com/gabcrispino"
"./participantes/gcrispino-pgx","github.com/lib/pq","Go,Makefile","https://twitter.com/gabcrispino"
"./participantes/gcrispino-pgx","github.com/jackc/pgx","Go,HTML,Shell,Ruby","https://twitter.com/gabcrispino"
"./participantes/gcrispino-pgx","github.com/goccy/go-json","Go,Makefile","https://twitter.com/gabcrispino"
"./participantes/gcrispino-pgx","github.com/uber-go/automaxprocs","Go,Makefile,Shell","https://twitter.com/gabcrispino"
"./participantes/gcrispino-pgx","github.com/GCrispino/rinha-2024","Go,Dockerfile","https://twitter.com/gabcrispino"
"./participantes/gcrispino-rust","github.com/actix/actix-web","Rust,Shell,Just,JavaScript","https://twitter.com/gabcrispino"
"./participantes/gcrispino-rust","github.com/serde-rs/json","Rust","https://twitter.com/gabcrispino"
"./participantes/gcrispino-rust","github.com/launchbadge/sqlx","Rust,Python,Shell,Dockerfile,PLpgSQL,TSQL","https://twitter.com/gabcrispino"
"./participantes/gcrispino-rust","github.com/GCrispino/rinha-2024-rust","Rust,Dockerfile","https://twitter.com/gabcrispino"
"./participantes/geffersonFerraz-http2","github.com/geffersonFerraz/grinha-de-backend-2024-q1-demode","Go,PLpgSQL,JavaScript,Shell,Dockerfile",""
"./participantes/geffersonFerraz-http3","github.com/geffersonFerraz/grinha-de-backend-2024-q1-http3","Go,JavaScript,Shell,Dockerfile",""
"./participantes/geffersonFerraz-http3","github.com/geffersonFerraz/lb-http-2-quic","Go,Shell,Dockerfile",""
"./participantes/geffersonFerraz-http3","github.com/quic-go/quic-go","Go,Shell,Dockerfile",""
"./participantes/geo-aspnet","github.com/GeovaneBelisario/rinha-de-backend-2024-q1-aspnet","C#,PLpgSQL,Dockerfile,Makefile",""
"./participantes/geraldojrcg-elixir","github.com/geraldojrcg/rinha_backend_elixir","Elixir,Shell,Dockerfile,Batchfile","https://twitter.com/geraldojrcg"
"./participantes/geraldojrcg-swift","github.com/geraldojrcg/rinha_backend_swift","Swift,Shell,Dockerfile","https://twitter.com/geraldojrcg"
"./participantes/gfds-micronaut","github.com/gfdsn/rb-micronaut","Java,Scala,PLpgSQL,Shell,Makefile,Dockerfile","https://twitter.com/nogfds"
"./participantes/ghhernandes","github.com/ghhernandes/golang-rinha-backend-2024","Go,Dockerfile",""
"./participantes/ghost-in-the-machine-86","github.com/ghost-in-the-machine-86/rinha2024","Scala,PLpgSQL,JavaScript,Shell,Dockerfile",""
"./participantes/gianimpronta-springboot","github.com/gianimpronta/rdb-2024-q1-spring-boot","Java,PowerShell,Shell,Dockerfile","https://twitter.com/gianimpronta"
"./participantes/gicornachini","github.com/gicornachini/rinha-de-backend-2024-q1-aiohttp","Python,PLpgSQL,Dockerfile,Makefile",""
"./participantes/gilbertojnj-java","github.com/GilbertoJNJ/rinha-de-backend-2024","Java,Dockerfile",""
"./participantes/gilmardealcantara","github.com/Gilmardealcantara/rinha-api-2024","Go,Makefile,Shell,Dockerfile","https://twitter.com/GilmardeAlcant1"
"./participantes/giovannibassi","github.com/giggio/rinhaback2401-01","Visual Basic .NET,C#,Dockerfile,PLpgSQL,Shell","https://twitter.com/giovannibassi"
"./participantes/giovannibassi-nonpooled","github.com/giggio/rinhaback2401-01","Visual Basic .NET,C#,Dockerfile,PLpgSQL,Shell","https://twitter.com/giovannibassi"
"./participantes/giovannibassi-rust","github.com/giggio/rinhaback2401-02","Rust,Shell,PLpgSQL,Dockerfile","https://twitter.com/giovannibassi"
"./participantes/giovannibassi-vb","github.com/giggio/rinhaback2401-01","Visual Basic .NET,C#,Dockerfile,PLpgSQL,Shell","https://twitter.com/giovannibassi"
"./participantes/glauberborges","github.com/glauberborges/rinha-q1-2024.git","Failed to fetch languages for repository: github.com/glauberborges/rinha-q1-2024.git (HTTP 404)",""
"./participantes/glauco-filho-01","github.com/glaucofilho/glaucofilho-rinha-de-backend-2024-q1","HTML,CSS,JavaScript,Python,PLpgSQL,Scala,Shell,Dockerfile",""
"./participantes/gldmelo","github.com/gldmelo/rinha-de-backend-2024-q1-poc","C#,Dockerfile","https://twitter.com/gldmelo"
"./participantes/gldmelo-cs-py-hibrid","github.com/gldmelo/rinha-de-backend-2024-q1-poc","C#,Dockerfile","https://twitter.com/gldmelo"
"./participantes/gldmelo-cs-py-hibrid","github.com/gldmelo/rinha-de-backend-2024-q1-py-fast-api","Python,Dockerfile,Batchfile","https://twitter.com/gldmelo"
"./participantes/gldmelo-py-fastapi","github.com/gldmelo/rinha-de-backend-2024-q1-py-fast-api","Python,Dockerfile,Batchfile","https://twitter.com/gldmelo"
"./participantes/gldmelo-py-fastapi","github.com/gldmelo/rinha-de-backend-2024-q1-poc","C#,Dockerfile","https://twitter.com/gldmelo"
"./participantes/gmafrac-golang","github.com/gmafrac/crebitoapi","Scala,Go,Shell,Dockerfile","https://twitter.com/gmafrac"
"./participantes/gmrms","github.com/gmrms/rinha-2024Q1-ktor-mongo","Scala,Kotlin,Shell,Dockerfile","https://twitter.com/morumzao"
"./participantes/grilario","github.com/grilario/rinha-backend-rust","Rust,Dockerfile",""
"./participantes/gtadashii","github.com/gtadashii/rinha-backend-q1-24-bun","TypeScript,Dockerfile",""
"./participantes/gtadashii","github.com/gtadashii/rinha-backend-bun-fancy","TypeScript,Dockerfile",""
"./participantes/guaracy-nim","github.com/guzba/mummy","Nim,JavaScript,Go","https://twitter.com/guaracybm"
"./participantes/guaracy-nim","github.com/guzba/waterpark","Nim","https://twitter.com/guaracybm"
"./participantes/guaracy-nim","github.com/treeform/jsony","Nim","https://twitter.com/guaracybm"
"./participantes/gui9394","github.com/gui9394/RinhaDeBackend_2024Q1_API","Java,PLpgSQL","https://twitter.com/gui9394"
"./participantes/guiestimo","github.com/guiestimo/rinha-de-backend-2024-q1-dotnet","C#,PLpgSQL,Dockerfile",""
"./participantes/guihbc","github.com/guihbc/rinha-de-backend-2024-q1-go","Go,PLpgSQL,JavaScript,Dockerfile",""
"./participantes/guilherme-dotnet8","github.com/GuilhermeSAraujo/rinha-de-backend-2024-q1-dotnet","C#,PLpgSQL,Batchfile,Dockerfile,Shell",""
"./participantes/guimadev-kotlin","github.com/lucaslgr/rinha-backend-2024-01-kotlin","Kotlin,Dockerfile,Shell",""
"./participantes/gusinacio","github.com/gusinacio/rinha-de-backend","Rust,Dockerfile",""
"./participantes/gustavo-node","github.com/GustaMantovani/api-rinha-node","JavaScript,PLpgSQL,Dockerfile","https://twitter.com/liber_duck"
"./participantes/gustavo-node-v2","github.com/AndreGabRos/rinha-de-backend-2024-q1-rust","Rust,PLpgSQL,Dockerfile","https://twitter.com/liber_duck"
"./participantes/gustavo-node-v2","github.com/GustaMantovani/rinha24-node","JavaScript,Dockerfile","https://twitter.com/liber_duck"
"./participantes/gustavofbreunig","github.com/gustavofbreunig/rinha-drive-design","Java,Dockerfile",""
"./participantes/gustavonovaes-go","github.com/gustavonovaes/rinha-backend-2024-go","Go,Dockerfile","https://twitter.com/__gustavonovaes"
"./participantes/gustavoramos00","github.com/gustavoramos00/api-rinha-backend-2024-1","Java",""
"./participantes/gustavoramos00-spring-trsfree","github.com/gustavoramos00/api-rinha-backend-2024-1","Java",""
"./participantes/gutkedu-nodejs","github.com/gutkedu/rinha_2024q1_nodejs","TypeScript,Dockerfile",""
"./participantes/gwoliveira-no-db-lock","github.com/lsfratel/rinha-backend-2024-q1","HTML,CSS,JavaScript,Kotlin,Scala,Makefile,Shell,Dockerfile",""
"./participantes/gwoliveira-no-db-lock","github.com/JetBrains/Exposed","Kotlin",""
"./participantes/gwoliveira-no-db-lock","github.com/gwoliveira/rinha-de-backend-2024-q1-no-lock","HTML,CSS,JavaScript,Kotlin,Scala,Shell,Dockerfile",""
"./participantes/h4ad","github.com/H4ad/rinha-de-backend-2024-q1","TypeScript,PLpgSQL,Dockerfile","https://twitter.com/vinii_joga10"
"./participantes/halexv","github.com/HalexV/rinha-de-backend-2024-q1","TypeScript,Scala,Shell,PowerShell,Dockerfile","https://twitter.com/HalexViotto"
"./participantes/hallexcosta-hyperf","github.com/hallexcosta/rinha-backend-2024-hyperf","HTML,CSS,JavaScript,PHP,Scala,Batchfile,Java,Shell,PLpgSQL,Dockerfile",""
"./participantes/hass-rust","github.com/ViniciusHass/rinha_backend_2024_q1","Rust,Dockerfile",""
"./participantes/heitor-jsr","github.com/heitor-jsr/rinha-backend","Go,Dockerfile",""
"./participantes/heitor-ps","github.com/heitor-ps/rinhav2","HTML,CSS,JavaScript,Scala,Shell,Dockerfile",""
"./participantes/hendrikaraujo","github.com/hhendrikk/rinha-backend-2024-golang","Go,Scala,Shell,Dockerfile","https://twitter.com/hendrikaraujo"
"./participantes/henr1q-fastapi","github.com/henr1q/rinha-fastapi","Python,Shell",""
"./participantes/henriqueccapozzi-django-01","github.com/henriqueccapozzi/rinha-de-backend-2024-q1-personal","Python,Scala,Shell,Dockerfile",""
"./participantes/henriqueholtz","github.com/henriqueholtz/rinha-de-backend-2024-q1-dotnet","C#,Dockerfile",""
"./participantes/hfurlan","github.com/hfurlan/rinha-backend-2024-q1.git","Failed to fetch languages for repository: github.com/hfurlan/rinha-backend-2024-q1.git (HTTP 404)",""
"./participantes/hfurlan-java","github.com/hfurlan/rinha-backend-2024-q1-java.git","Failed to fetch languages for repository: github.com/hfurlan/rinha-backend-2024-q1-java.git (HTTP 404)",""
"./participantes/hfurlan-java-transacao-particionada","github.com/hfurlan/rinha-backend-2024-q1-java-transacao-particionada.git","Failed to fetch languages for repository: github.com/hfurlan/rinha-backend-2024-q1-java-transacao-particionada.git (HTTP 404)",""
"./participantes/hiroshimorowaka","github.com/hiroshimorowaka/rinha-backend-2024","JavaScript,Dockerfile","https://twitter.com/hiroshi_morowak"
"./participantes/hiroshimorowaka-golang","github.com/hiroshimorowaka/rinha-backend-2024-golang","Go,Dockerfile","https://twitter.com/hiroshi_morowak"
"./participantes/hlscalon-go","github.com/hlscalon/rinha-backend-go-pg-2024-q1","Scala,Go,Shell,Dockerfile",""
"./participantes/hstreb-vertx","github.com/hstreb/rinha-backend-2024-q1-vertx.","Failed to fetch languages for repository: github.com/hstreb/rinha-backend-2024-q1-vertx. (HTTP 404)","https://twitter.com/humbertostreb"
"./participantes/impedro29-performance","github.com/ImPedro29/rinha-backend-2024","Go,Dockerfile","https://twitter.com/ImPedro00"
"./participantes/ircnelson","github.com/ircnelson/rinha-backend","C#",""
"./participantes/isadora-souza","github.com/gin-gonic/gin","Go,Makefile","https://twitter.com/isadoraamsouza"
"./participantes/isadora-souza","github.com/isadoramsouza/rinha-backend-go-2024-q1","Go,Dockerfile,Shell","https://twitter.com/isadoraamsouza"
"./participantes/isadora-souza-mongodb","github.com/gin-gonic/gin","Go,Makefile","https://twitter.com/isadoraamsouza"
"./participantes/isadora-souza-mongodb","github.com/isadoramsouza/rinha-backend-go-mongodb-2024-q1","Go,JavaScript,Dockerfile","https://twitter.com/isadoraamsouza"
"./participantes/isaquealves","github.com/isaquealves/zebrito","Python,PLpgSQL,Shell,Dockerfile",""
"./participantes/italobbarros","github.com/italobbarros/rinha-backend-2024","Go,Makefile,Shell,Dockerfile",""
"./participantes/italopussi","github.com/ItaloPussi/rinha-de-backend-2024-q1-python","Python,Dockerfile",""
"./participantes/itujo","github.com/itujo/rinha-backend","TypeScript,Scala,PowerShell,Shell,Dockerfile",""
"./participantes/itujo-minimal-node-uws","github.com/itujo/rinha-uws","Scala,TypeScript,PowerShell,Shell,Dockerfile",""
"./participantes/iury-amorim","github.com/iasply/rinha-de-backend-java","Java,PLpgSQL,Dockerfile","https://twitter.com/iasply"
"./participantes/ives-samuel-powershell","github.com/samuelves/rinha-q1-2024-powershell","PowerShell,Scala,Shell,Dockerfile",""
"./participantes/jairoandre","github.com/jairoandre/rb2024","Scala,Rust,Shell,Dockerfile",""
"./participantes/jairoandre-maggie","github.com/jairoandre/maggie","Rust,Dockerfile,Shell",""
"./participantes/java-cassiogangrel","github.com/CassioGangrel/rinha-back-e2","HTML,Java,Scala,Shell",""
"./participantes/jazielloureiro","github.com/jazielloureiro/Rinha-Backend-2024-Q1-Go","Go,Dockerfile",""
"./participantes/jcrjuliano","github.com/jcrjuliano/rinha-q1","Java,Dockerfile",""
"./participantes/jefersonbaixo","github.com/jefersonbaixo/rinha_de_backend_2024_q1","Elixir,Scala,Shell",""
"./participantes/jeifersonalmeida-spring","github.com/jeifersonalmeida/rinhabackend-imperative","Java,Dockerfile",""
"./participantes/jfilipedias","github.com/jackc/pgx","Go,HTML,Shell,Ruby","https://twitter.com/jfiliped"
"./participantes/jfilipedias","github.com/jfilipedias/rinha-backend-2024-q1-go","Go,Dockerfile","https://twitter.com/jfiliped"
"./participantes/jhonnyboy","github.com/JhonatanRSantos/rinha-de-backend-2024-q1","Go,Shell,Dockerfile,Makefile",""
"./participantes/jjeanjacques10","github.com/jjeanjacques10/rinhabackend-2024-q1","Kotlin,PLpgSQL,Shell,Dockerfile",""
"./participantes/jnariai","github.com/jnariai/rinha-backend-2024-q1-laravel","PHP,Blade,Dockerfile,JavaScript",""
"./participantes/jndavidx","github.com/JnDavidx/rinha-24-q1","Python,PLpgSQL,Dockerfile",""
"./participantes/joao-peterson","github.com/boazsegev/facil.io","C,Makefile,Shell,CMake","https://twitter.com/joptr_"
"./participantes/joao-peterson","github.com/Joao-Peterson/rinhabackend2014Q1","C,Scala,PLpgSQL,Makefile,Dockerfile","https://twitter.com/joptr_"
"./participantes/joao0212","github.com/joao0212/rinha-de-backend-kotlin-spring-2024-pg-q1","Kotlin,Dockerfile",""
"./participantes/joaobittencourt-php","github.com/Joao-Bittencourt/rinha-backend-2024-q1-php","PHP,Dockerfile",""
"./participantes/joaojr13","github.com/joaojr13/rinha-2024-q1","C#,Dockerfile",""
"./participantes/joaopaulosg","github.com/joaopaulosg21/rinha-de-backend-2024-q1","Java,PLpgSQL,Dockerfile","https://twitter.com/Joao_Paulosg"
"./participantes/joaopmerlin","github.com/joaopmerlin/rinha-de-backend-2024-q1-java","Java",""
"./participantes/joaovds","github.com/joaovds/rinha-crebito","Go,PLpgSQL,Dockerfile",""
"./participantes/johnpgr_vlang","github.com/johnpgr/rinha-2024-q1-vlang","V,PLpgSQL,Makefile,Dockerfile",""
"./participantes/jojodev","github.com/jojoDev02/api-rinha","Python,Dockerfile",""
"./participantes/jonatasoli","github.com/jonatasoli/rinha-q1-2024-fastapi","Python,Dockerfile","https://twitter.com/jonatasoli"
"./participantes/jonathanperis","github.com/jonathanperis/rinha2-back-end-bora-dale-xgh","PLpgSQL,C#,Dockerfile,Shell","https://twitter.com/jperis_silva"
"./participantes/jonattas_bunjs","github.com/jonattasmoraes/rinha-backend_bun-hono","Scala,TypeScript,PowerShell,Shell,Dockerfile",""
"./participantes/jorgehrique-dotnet","github.com/jorgehrique/rinha-backend-2-quack","C#,Dockerfile,JavaScript","https://twitter.com/patomandrim2008"
"./participantes/josebaroni","github.com/zebaroni/rinha-backend-2024-q1","Go,Dockerfile",""
"./participantes/josimarz-golang","github.com/josimarz/rinha-de-backend-2024-q1","Go,Dockerfile,Makefile",""
"./participantes/jovitcorreia","github.com/jovitcorreia/rdb2024q1","Java,PLpgSQL,Makefile","https://twitter.com/jovitcorreia"
"./participantes/jpaf","github.com/jpalvesfernandes/rinha-backend-2024-q1","Go,Dockerfile,Makefile","https://twitter.com/jpafernandes1"
"./participantes/jpcairesf-go","github.com/jpcairesf/rinha-2024-q1-go","Scala,Go,Shell,Dockerfile","https://twitter.com/jpcairesf"
"./participantes/jpcairesf-java","github.com/jpcairesf/rinha-2024-q1-java","Java,Dockerfile,Shell","https://twitter.com/jpcairesf"
"./participantes/jpmoura-go","github.com/JPauloMoura/rinha-backend-q1-2024","Go,Dockerfile",""
"./participantes/jrblatt","github.com/jairoblatt/rinha-2024-q1-rust","Rust,PLpgSQL,Dockerfile",""
"./participantes/jrkessl","github.com/jrkessl/rinha-backend-2.0","Shell,Python,Dockerfile",""
"./participantes/julianojj","github.com/julianojj/rinha-backend-2024","Go,Dockerfile",""
"./participantes/julioriffel-django","github.com/julioriffel/rinha-backend-django","Python,PLpgSQL,Dockerfile,Shell,Makefile",""
